id,title,text,rating,country,author,created_at,cleaned_text
6578834983,New Update,"The new update is absolutely annoying. I can’t see recent posts without having to click on older posts from people I follow. And if I don’t click on that it just displays ONE new picture from someone I follow. Every time I get on this app all I see is that. Which at this point has gotten on my nerves. Just that one recent picture which is 7 hours old now. Even if I refresh the page I don’t get an update of recent posts with other people I follow. Before the new update it changes constantly and I know some people that I do follow post on a daily basic. Change the format back. I rather scroll on my feed to see post of people I FOLLOW. Not the stupid suggest posts on my feeds. Change it back to how it was. This is incredibly stupid. It’s more stupid having another button to see older posts on my personal page. Stop putting explore page videos/posts of people I do not follow on the personal page. I get on Instagram multiple times a day and I do use the explore page a lot. Keep the personal page separate from the explore page. That is beyond ridiculous. Why are you changing the format? I don’t want to see suggested posts on my personal page. Change it back to where when I scroll on my personal page, it just displays posts from people I follow. Stop including the explore page on the personal page. KEEP THEM SEPARATE. Literally have a personal page button and an explore page button for a reason. Keep it that way.",1,us,NiksM.,2020-10-27T10:09:22Z,"New Update. The new update is absolutely annoying. I can’t see recent posts without having to click on older posts from people I follow. And if I don’t click on that it just displays ONE new picture from someone I follow. Every time I get on this app all I see is that. Which at this point has gotten on my nerves. Just that one recent picture which is 7 hours old now. Even if I refresh the page I don’t get an update of recent posts with other people I follow. Before the new update it changes constantly and I know some people that I do follow post on a daily basic. Change the format back. I rather scroll on my feed to see post of people I FOLLOW. Not the stupid suggest posts on my feeds. Change it back to how it was. This is incredibly stupid. It’s more stupid having another button to see older posts on my personal page. Stop putting explore page videos/posts of people I do not follow on the personal page. I get on Instagram multiple times a day and I do use the explore page a lot. Keep the personal page separate from the explore page. That is beyond ridiculous. Why are you changing the format? I don’t want to see suggested posts on my personal page. Change it back to where when I scroll on my personal page, it just displays posts from people I follow. Stop including the explore page on the personal page. KEEP THEM SEPARATE. Literally have a personal page button and an explore page button for a reason. Keep it that way."
10129829441,Better service,"I’ve been using the app instagram for as long as I can remember. I can say that it is a part of me in a good way. I haven’t always followed the rules but for the most part being on the app was a great experience. As someone with a growing platform and growing instagram account, I can say that when you are in need of some help there’s not really anyone to call on. The email and number are from my experience never used, which makes both ways to contact them pointless. But another thing is is the biometric identification bot, is an obstacle to pass. I recently have been trying to access my account and it’s been a nightmare. So likewise I’ve been searching and watching online videos and reading sources on how to pass the “obstacle”. I feel like human review should be put to use more simply because it’s hard for an ai to understand something less perplexed. I think the ai  wants you to be perfect which is going to be hard for a lot of people. Currently writing this review I have not gotten fully into my account due to the 2fa which is the start of the problem, but hopefully I can get back into my account this week.  In conclusion, the app is great but there are some things that needs to be worked on and changed. For example the identification verification bot and a little more but that’s all. A tip before I finish is to get your 8 digit codes because those will be a life saver (while you have access to your account).",1,us,Developer help needed,2023-07-11T22:24:26Z,"Better service. I’ve been using the app instagram for as long as I can remember. I can say that it is a part of me in a good way. I haven’t always followed the rules but for the most part being on the app was a great experience. As someone with a growing platform and growing instagram account, I can say that when you are in need of some help there’s not really anyone to call on. The email and number are from my experience never used, which makes both ways to contact them pointless. But another thing is is the biometric identification bot, is an obstacle to pass. I recently have been trying to access my account and it’s been a nightmare. So likewise I’ve been searching and watching online videos and reading sources on how to pass the “obstacle”. I feel like human review should be put to use more simply because it’s hard for an ai to understand something less perplexed. I think the ai wants you to be perfect which is going to be hard for a lot of people. Currently writing this review I have not gotten fully into my account due to the 2fa which is the start of the problem, but hopefully I can get back into my account this week. In conclusion, the app is great but there are some things that needs to be worked on and changed. For example the identification verification bot and a little more but that’s all. A tip before I finish is to get your 8 digit codes because those will be a life saver (while you have access to your account)."
12502913226,App has been glitching for months with no response from IG,"I’ve had this glitch for months. The space where my own posts would be on my profile looks solid black, I can’t click on any reels at all and watch them. I can like posts but I can’t click on the comments section and read them. I can’t click on anyone’s name and go to their profile. I can open a dm and respond but I can’t click on a reel if a friend sends one. The workaround has been having to go to settings and log out of my account and back in. Then I would have full functionality back, usually until I close out of the app then the next time I open it again it would be the same problem. I tried offloading, deleting, reinstalling, and restarting my phone. I figured the problem might be because I was out of storage and not able to update my IOS. I was too busy with school so I just dealt with it. Now as of yesterday I can’t even click on the hamburger icon to log out, so I’m totally stuck I can’t use the app hardly at all. I finally made time to clean up storage and download new IOS 18. IG is still having the same problem. I tried deleting IG again and everything. I’ve reported the problem to IG probably 20 times over the last few months as well. It says there are no restrictions or problems with my account it’s definitely a problem with the mobile app. I’m bummed because I basically can’t use Instagram at all now and I have no clue what to do.",1,us,AJS1388,2025-04-04T15:04:15Z,"App has been glitching for months with no response from IG. I’ve had this glitch for months. The space where my own posts would be on my profile looks solid black, I can’t click on any reels at all and watch them. I can like posts but I can’t click on the comments section and read them. I can’t click on anyone’s name and go to their profile. I can open a dm and respond but I can’t click on a reel if a friend sends one. The workaround has been having to go to settings and log out of my account and back in. Then I would have full functionality back, usually until I close out of the app then the next time I open it again it would be the same problem. I tried offloading, deleting, reinstalling, and restarting my phone. I figured the problem might be because I was out of storage and not able to update my IOS. I was too busy with school so I just dealt with it. Now as of yesterday I can’t even click on the hamburger icon to log out, so I’m totally stuck I can’t use the app hardly at all. I finally made time to clean up storage and download new IOS 18. IG is still having the same problem. I tried deleting IG again and everything. I’ve reported the problem to IG probably 20 times over the last few months as well. It says there are no restrictions or problems with my account it’s definitely a problem with the mobile app. I’m bummed because I basically can’t use Instagram at all now and I have no clue what to do."
12266423021,No real connection,"Instagram has been my preferred choice of social media for about 5-6 years now but lately it has become almost unbearable to use. It has gotten the full ""Facebookifacation"" of the platform. Nearly everything on your feed is either an ad or a ""suggested for you"" post. Of those you follow, you might see their content every 4-5th post on your feed. This isn't ""connecting with friends"" or ""expanding community"" anymore, it's strictly content to keep you on the platform scrolling till you find something to either zone out about or get angry over. I wish there was a way to turn off ""Meta Ai"" and all ""suggested content"" but they won't be doing that since that's how they're gobbling up billions of dollars and syphoning information off their users. It's really turning into an unusable, boring, low info app just like every other failed social media platform. I anticipate that pretty soon most of the users will be Ai and bots because there's very little to no true human connection happening on any of the Meta platforms (a problem along all social media platforms but ESPECIALLY bad with Meta since Facebook has all he problems I've laid out just on steroids.) This has been my review, Mark if you're reading this, let people opt out of Meta Ai, let them turn off suggested posts and your platform would instantly be MUCH more usable and engaging, you can still run your plethora of Ads and gobble up your billions that way.",2,us,Bdawk511,2025-02-03T17:04:38Z,"No real connection. Instagram has been my preferred choice of social media for about 5-6 years now but lately it has become almost unbearable to use. It has gotten the full ""Facebookifacation"" of the platform. Nearly everything on your feed is either an ad or a ""suggested for you"" post. Of those you follow, you might see their content every 4-5th post on your feed. This isn't ""connecting with friends"" or ""expanding community"" anymore, it's strictly content to keep you on the platform scrolling till you find something to either zone out about or get angry over. I wish there was a way to turn off ""Meta Ai"" and all ""suggested content"" but they won't be doing that since that's how they're gobbling up billions of dollars and syphoning information off their users. It's really turning into an unusable, boring, low info app just like every other failed social media platform. I anticipate that pretty soon most of the users will be Ai and bots because there's very little to no true human connection happening on any of the Meta platforms (a problem along all social media platforms but ESPECIALLY bad with Meta since Facebook has all he problems I've laid out just on steroids.) This has been my review, Mark if you're reading this, let people opt out of Meta Ai, let them turn off suggested posts and your platform would instantly be MUCH more usable and engaging, you can still run your plethora of Ads and gobble up your billions that way."
4095983874,Needs major improvement,"I love this app, most of the time. However, it has been a long while since they’ve laid out some features that I am unable to use on my old profile, such as the music feature on the story option. I’ve noticed my newer personal profile has the ability to use this. But I use my business profile more than anything and I’ve written Instagram in regards to this over several different times. It’s frustrating! What’s also frustrating is the fact that NOTHING is in chronological order and it makes me want to throw my phone. I no longer see posts friends make for days on end, sometimes not ever. I have to actually click their profile to see they’ve actually been posting and I hadn’t seen not one of their new posts. Same for comments. Interacting via comments on other people’s IG that may have a lot of followers can be crappy. I can never find the comment I made to go back to it and I don’t get any notifications on who liked it to even be able to find it. Please fix ASAP! Also, it’s been crashing a lot lately when I create a story. Makes me wanna just promote my Snapchat instead. :( 

I’m not sure who handles responses to problems reported, but unless I’m reporting a post it seems like I’ll never get a response on anything else. For you all to have such a big company with major people of influence using your platform, you’d think your customer service would be a little better. I don’t care how many millions of people are using it. Supply and demand! Hire more people or sell it to someone who will staff more people to respond to your loyal users. It’s getting out of hand.",5,us,Miss Lyric,2019-05-03T20:51:14Z,"Needs major improvement. I love this app, most of the time. However, it has been a long while since they’ve laid out some features that I am unable to use on my old profile, such as the music feature on the story option. I’ve noticed my newer personal profile has the ability to use this. But I use my business profile more than anything and I’ve written Instagram in regards to this over several different times. It’s frustrating! What’s also frustrating is the fact that NOTHING is in chronological order and it makes me want to throw my phone. I no longer see posts friends make for days on end, sometimes not ever. I have to actually click their profile to see they’ve actually been posting and I hadn’t seen not one of their new posts. Same for comments. Interacting via comments on other people’s IG that may have a lot of followers can be crappy. I can never find the comment I made to go back to it and I don’t get any notifications on who liked it to even be able to find it. Please fix ASAP! Also, it’s been crashing a lot lately when I create a story. Makes me wanna just promote my Snapchat instead. :( I’m not sure who handles responses to problems reported, but unless I’m reporting a post it seems like I’ll never get a response on anything else. For you all to have such a big company with major people of influence using your platform, you’d think your customer service would be a little better. I don’t care how many millions of people are using it. Supply and demand! Hire more people or sell it to someone who will staff more people to respond to your loyal users. It’s getting out of hand."
11110778845,I’m unable to comment,"So I checked the community guidelines in reference to liking commenting, limiting comments and likes and all that stuff and I was like OK interesting!!! I wasn’t in any violation of anything. My account was not reported for anything or another of that nature and it does it matter if it’s a friend or celebrity or strangers account that I would post to try to post a comment on or like it would not go. So it would allow me to like a post but if I go back to it sometimes it like it’s not there sometimes it is still there but forest commenting on a post, it gave me an error and told me to retry and it would say something about community and I’m like my comment is negative directory sexually explicit mean or any of that nature and I don’t stalk people. I don’t do none of that stuff so I am confused as to why I’m unable to comment on a post and say congratulations or be like whatever you know it’s crazy. and like I said before, I’m not stalking nobody even being rude or mean to nobody, and it shows that my account was not reported for anything or blocked or anything like that and also it showed that I still had access to all features of this app but it seems like everything’s a lie and then it said to update my app. My app is updated so I don’t know what’s going on so maybe you guys can explain to me why I am unable to comment on family members friends in anyone’s post.",2,us,Mirror Eyez,2024-04-01T19:51:59Z,"I’m unable to comment. So I checked the community guidelines in reference to liking commenting, limiting comments and likes and all that stuff and I was like OK interesting!!! I wasn’t in any violation of anything. My account was not reported for anything or another of that nature and it does it matter if it’s a friend or celebrity or strangers account that I would post to try to post a comment on or like it would not go. So it would allow me to like a post but if I go back to it sometimes it like it’s not there sometimes it is still there but forest commenting on a post, it gave me an error and told me to retry and it would say something about community and I’m like my comment is negative directory sexually explicit mean or any of that nature and I don’t stalk people. I don’t do none of that stuff so I am confused as to why I’m unable to comment on a post and say congratulations or be like whatever you know it’s crazy. and like I said before, I’m not stalking nobody even being rude or mean to nobody, and it shows that my account was not reported for anything or blocked or anything like that and also it showed that I still had access to all features of this app but it seems like everything’s a lie and then it said to update my app. My app is updated so I don’t know what’s going on so maybe you guys can explain to me why I am unable to comment on family members friends in anyone’s post."
13716364047,5 stars so this appears,"Your moderation is straight TERRIBLE. I’m dead serious. Quit using “meta AI” and use actual real human beings. I know you guys have money to employ people but you’re just lazy bums that don’t wanna check behind ARTIFICIAL intelligence. They aren’t smart at all. How are you going to try restricting MY ACCOUNT, for another person logging into it when it’s connected to MY EMAIL, MY PHONE NUMBER, and has MY DETAILS. Not only that but you IP ban people who haven’t done the thing you’re trying to ban them for! You’re actually trash. And the fact you make it so difficult to appeal and to contact support is ridiculous and you all know it. You have that chud being a part of Facebook, twitter, and instagram. All of them are trash too. I have reported people who are ACTUALLY exploiting minors for sexual content but you want to harass my friend just trying to talk to her friends. She hasn’t commented or posted anything that violates guidelines, but since you have a team of lazy ai SCUM, you don’t even care to check. I even put in my ID for verification in FULL HIGH QUALITY. Yet it doesn’t go through? Oh now what, your clanker buddies can’t read?? Stop trusting these stupid robots. Fix your app.",5,us,Oooookayyyy,2026-02-05T17:29:16Z,"5 stars so this appears. Your moderation is straight TERRIBLE. I’m dead serious. Quit using “meta AI” and use actual real human beings. I know you guys have money to employ people but you’re just lazy bums that don’t wanna check behind ARTIFICIAL intelligence. They aren’t smart at all. How are you going to try restricting MY ACCOUNT, for another person logging into it when it’s connected to MY EMAIL, MY PHONE NUMBER, and has MY DETAILS. Not only that but you IP ban people who haven’t done the thing you’re trying to ban them for! You’re actually trash. And the fact you make it so difficult to appeal and to contact support is ridiculous and you all know it. You have that chud being a part of Facebook, twitter, and instagram. All of them are trash too. I have reported people who are ACTUALLY exploiting minors for sexual content but you want to harass my friend just trying to talk to her friends. She hasn’t commented or posted anything that violates guidelines, but since you have a team of lazy ai SCUM, you don’t even care to check. I even put in my ID for verification in FULL HIGH QUALITY. Yet it doesn’t go through? Oh now what, your clanker buddies can’t read?? Stop trusting these stupid robots. Fix your app."
11998661649,"Well, you told me that I was bad and then you decided I was not bad","I got kicked off of Facebook for nothing. I don’t even know if I can get on it and Instagram followed suit. I’ve had it. I’ve done nothing wrong and I can’t get on Facebook and I have a couple of profiles. Each one of them is for something different but I don’t matter I’m bad, according to Facebook and Instagram. I don’t know why I am picked on over and over and over. I’ve never done anything bad or out of line. An apology from Facebook would be nice. I’ll die before that happens. I got back on the profiles that I don’t have much on them but my main profile on Facebook…… Gone! no reason I didn’t do anything. They can’t tell me what I did but it’s gone with 600+ people that I have no way of getting in touch with most of them and if I did try, I’d be dead before I connected with a few of them. I hate Facebook they ruined my life. I stayed in contact with old coworkers, old neighbors, people I went to school with  and relatives. occasionally, some of us we get together in real life, not now Facebook made sure they destroyed that just like you were destroying me on Instagram I’ve never done anything out of line. So Why? I might as well be dead. I’m old and crippled. I have a hard time getting around and now I really out of touch with everybody I’ve ever known.",5,us,Ugly Grandma,2024-11-27T18:46:12Z,"Well, you told me that I was bad and then you decided I was not bad. I got kicked off of Facebook for nothing. I don’t even know if I can get on it and Instagram followed suit. I’ve had it. I’ve done nothing wrong and I can’t get on Facebook and I have a couple of profiles. Each one of them is for something different but I don’t matter I’m bad, according to Facebook and Instagram. I don’t know why I am picked on over and over and over. I’ve never done anything bad or out of line. An apology from Facebook would be nice. I’ll die before that happens. I got back on the profiles that I don’t have much on them but my main profile on Facebook...... Gone! no reason I didn’t do anything. They can’t tell me what I did but it’s gone with 600+ people that I have no way of getting in touch with most of them and if I did try, I’d be dead before I connected with a few of them. I hate Facebook they ruined my life. I stayed in contact with old coworkers, old neighbors, people I went to school with and relatives. occasionally, some of us we get together in real life, not now Facebook made sure they destroyed that just like you were destroying me on Instagram I’ve never done anything out of line. So Why? I might as well be dead. I’m old and crippled. I have a hard time getting around and now I really out of touch with everybody I’ve ever known."
4412420789,It stopped working for no reason,"For the life of me, I can’t figure out why, but Instagram simply refuses to work on my device. Every time I try to log in with ANY account it simply states “sorry, we had a problem with your request”. It’s not a matter of incorrect information, it’s almost like a SIM card block of some variety! Logging into my account on any other device works perfectly fine and causes no troubles while giving me access to all features, but just on this one device it simply refuses to function like an app should. I’ve been unable to use the app for almost two months and through multiple app updates and the support team is useless because there IS NONE ANYMORE. It’s been replaced by a fleet of bots that can’t solve specific problems that aren’t already on the help section of the website; and guess what? There’s no humans on their support team either! It’s even more useless than the Snapchat support team, in which you can actually get through to a sentient being if you claim your account has been hacked. Instead Instagram is so lazy that they have had the balls to tell you through their support phone line that they no longer use the phone to fix problems, and instead it redirects you to their mindless robots that can’t do anything you’d really want them to. I’ve lost an immense amount of communication with close friends due to this persisting error with no fix to it. For god’s sake, let a human with at least half a functioning brain cell working at Instagram see this so this problem can be solved!",1,us,TheMageofBlood,2019-07-05T03:16:33Z,"It stopped working for no reason. For the life of me, I can’t figure out why, but Instagram simply refuses to work on my device. Every time I try to log in with ANY account it simply states “sorry, we had a problem with your request”. It’s not a matter of incorrect information, it’s almost like a SIM card block of some variety! Logging into my account on any other device works perfectly fine and causes no troubles while giving me access to all features, but just on this one device it simply refuses to function like an app should. I’ve been unable to use the app for almost two months and through multiple app updates and the support team is useless because there IS NONE ANYMORE. It’s been replaced by a fleet of bots that can’t solve specific problems that aren’t already on the help section of the website; and guess what? There’s no humans on their support team either! It’s even more useless than the Snapchat support team, in which you can actually get through to a sentient being if you claim your account has been hacked. Instead Instagram is so lazy that they have had the balls to tell you through their support phone line that they no longer use the phone to fix problems, and instead it redirects you to their mindless robots that can’t do anything you’d really want them to. I’ve lost an immense amount of communication with close friends due to this persisting error with no fix to it. For god’s sake, let a human with at least half a functioning brain cell working at Instagram see this so this problem can be solved!"
2908612466,Maintenance,"I have had a frustrating issue for several months now where certain features either make the app crash suddenly, or do not work entirely. One feature that does not work at all. Not a single time... is the ability to post multiple photos in a singular post. I’ve tried with just 2 photos. I’ve tried with the maximum amount of photos in a photoset(10). Not a single time has this worked. After adding a caption with some hashtags, tagging friends, and waiting for the post to load. It fails to post every single time. I’ve tried this on both my old phone iPhone 6S plus, as well as my most recent phone purchase the iPhone X. This feature has never worked for me, often times being so frustrated I’d neglect the app for a few days and then find myself back. After attempting to delete the app as well as the app cache and reinstalling on both phones the feature is still inoperative. I also agree with many other Instagram users that the feed is very annoying that I’ll see posts I’ve seen already, or posts from several days ago. Chronological order?? If Instagram was more oriented on creating a seamless working application they may have a lot more users, or more frequent users of the app. Every bug I’ve experienced, I’ve submitted through the in app report a bug.",4,us,andrew_colin_,2018-07-14T23:01:13Z,"Maintenance. I have had a frustrating issue for several months now where certain features either make the app crash suddenly, or do not work entirely. One feature that does not work at all. Not a single time... is the ability to post multiple photos in a singular post. I’ve tried with just 2 photos. I’ve tried with the maximum amount of photos in a photoset(10). Not a single time has this worked. After adding a caption with some hashtags, tagging friends, and waiting for the post to load. It fails to post every single time. I’ve tried this on both my old phone iPhone 6S plus, as well as my most recent phone purchase the iPhone X. This feature has never worked for me, often times being so frustrated I’d neglect the app for a few days and then find myself back. After attempting to delete the app as well as the app cache and reinstalling on both phones the feature is still inoperative. I also agree with many other Instagram users that the feed is very annoying that I’ll see posts I’ve seen already, or posts from several days ago. Chronological order?? If Instagram was more oriented on creating a seamless working application they may have a lot more users, or more frequent users of the app. Every bug I’ve experienced, I’ve submitted through the in app report a bug."
